ticket_id,created_at,intent,subtopic,sentiment,priority,resolved_by,status,confidence,latency_seconds,tokens_used,region,channel,feedback
TKT-40467,2026-02-27 10:09:00,return_policy_question,restocking fee,neutral,medium,ai,resolved,0.679,1.6,1944,IN,chat,up
TKT-40464,2026-02-27 10:17:00,return_refund_request,wrong item received,positive,medium,human,resolved,0.315,1.43,1203,IN,chat,
TKT-40417,2026-02-27 10:20:00,account_management,data export,neutral,low,human,resolved,0.306,2.54,4176,IN,email,
TKT-40436,2026-02-27 10:23:00,return_policy_question,return window,neutral,medium,ai,resolved,0.597,1.2,2474,IN,email,
TKT-40461,2026-02-27 10:39:00,return_refund_request,exchange request,neutral,low,human,open,0.532,1.77,1945,IN,chat,up
TKT-40433,2026-02-27 10:46:00,shipping_delivery,address change,positive,medium,ai,resolved,0.648,0.77,3153,IN,phone,
TKT-40451,2026-02-27 11:01:00,order_tracking,marked delivered not received,neutral,high,ai,resolved,0.519,2.03,3511,IN,email,
TKT-40470,2026-02-27 11:31:00,order_tracking,delayed shipment,neutral,low,ai,resolved,0.954,1.77,1088,IN,chat,up
TKT-40422,2026-02-27 11:39:00,order_tracking,marked delivered not received,neutral,high,ai,resolved,0.978,1.46,2819,IN,email,down
TKT-40465,2026-02-27 11:44:00,product_information,specifications,positive,low,ai,resolved,0.741,1.65,2595,EU,chat,
TKT-40442,2026-02-27 11:46:00,technical_support,boot failure,neutral,high,ai,resolved,0.59,1.95,2277,IN,chat,up
TKT-40407,2026-02-27 11:54:00,payment_issue,payment failed amount debited,negative,high,human,resolved,0.581,2.86,3416,IN,email,up
TKT-40445,2026-02-27 12:24:00,shipping_delivery,delivery timeline,neutral,low,ai,resolved,0.99,1.49,3365,EU,chat,
TKT-40421,2026-02-27 12:32:00,return_policy_question,return shipping cost,positive,medium,ai,resolved,0.962,1.85,3852,IN,email,up
TKT-40438,2026-02-27 12:36:00,product_information,compatibility,neutral,medium,ai,resolved,0.871,1.91,1188,IN,chat,
TKT-40427,2026-02-27 12:37:00,warranty_claim,battery health,negative,medium,ai,resolved,0.764,2.15,2456,IN,chat,
TKT-40419,2026-02-27 12:41:00,shipping_delivery,address change,positive,low,ai,resolved,0.925,2.11,4167,IN,chat,up
TKT-40440,2026-02-27 12:59:00,complaint,unresolved issue,negative,medium,human,resolved,0.328,2.37,4163,IN,chat,
TKT-40443,2026-02-27 13:02:00,return_policy_question,opened item eligibility,negative,medium,ai,resolved,0.844,1.36,1368,IN,chat,
TKT-40466,2026-02-27 13:29:00,product_information,specifications,neutral,low,ai,resolved,0.765,1.39,1624,IN,chat,down
TKT-40448,2026-02-27 13:31:00,return_refund_request,wrong item received,negative,medium,human,resolved,0.609,3.24,3852,IN,email,
TKT-40423,2026-02-27 13:37:00,return_refund_request,change of mind return,neutral,medium,human,resolved,0.517,3.08,2132,IN,chat,up
TKT-40411,2026-02-27 13:47:00,return_refund_request,damaged on arrival,negative,high,ai,resolved,0.771,2.16,3506,IN,chat,
TKT-40452,2026-02-27 13:53:00,return_policy_question,opened item eligibility,neutral,high,ai,resolved,0.908,1.52,1631,IN,chat,down
TKT-40435,2026-02-27 13:56:00,return_refund_request,exchange request,negative,high,ai,resolved,0.77,1.0,2679,IN,chat,
TKT-40430,2026-02-27 14:00:00,complaint,delivery experience,negative,medium,human,resolved,0.38,2.91,2846,IN,chat,down
TKT-40474,2026-02-27 14:01:00,return_policy_question,return window,neutral,medium,ai,open,0.74,2.81,3470,IN,email,
TKT-40437,2026-02-27 14:14:00,return_policy_question,restocking fee,positive,low,ai,resolved,0.921,2.57,3719,IN,chat,up
TKT-40462,2026-02-27 14:16:00,return_policy_question,bulk order returns,neutral,medium,ai,resolved,0.852,0.73,1639,IN,phone,
TKT-40447,2026-02-27 14:17:00,return_policy_question,restocking fee,neutral,low,ai,resolved,0.778,2.4,1931,IN,email,
TKT-40441,2026-02-27 14:25:00,return_policy_question,return window,neutral,medium,ai,resolved,0.801,2.42,3232,EU,chat,
TKT-40444,2026-02-27 14:29:00,technical_support,boot failure,neutral,medium,ai,resolved,0.899,1.66,3374,IN,chat,down
TKT-40415,2026-02-27 14:32:00,return_refund_request,refund amount query,positive,low,ai,resolved,0.815,1.7,2801,IN,chat,
TKT-40425,2026-02-27 14:36:00,product_information,compatibility,neutral,low,ai,resolved,0.784,1.85,1409,EU,chat,
TKT-40463,2026-02-27 14:40:00,return_policy_question,bulk order returns,neutral,medium,ai,resolved,0.99,1.83,2529,IN,chat,
TKT-40449,2026-02-27 14:49:00,return_refund_request,exchange request,negative,medium,human,resolved,0.572,1.82,944,EU,chat,
TKT-40410,2026-02-27 14:52:00,product_information,stock availability,neutral,low,ai,resolved,0.871,2.06,2695,IN,chat,
TKT-40432,2026-02-27 15:13:00,payment_issue,refund not received,negative,medium,human,resolved,0.479,1.54,961,EU,email,up
TKT-40418,2026-02-27 15:16:00,technical_support,boot failure,negative,high,ai,resolved,0.922,0.92,2967,IN,chat,
TKT-40416,2026-02-27 15:17:00,return_refund_request,change of mind return,neutral,low,human,resolved,0.11,1.03,2306,IN,chat,
TKT-40408,2026-02-27 15:30:00,return_refund_request,refund amount query,negative,low,human,resolved,0.47,0.84,1046,IN,chat,up
TKT-40426,2026-02-27 15:35:00,payment_issue,emi query,neutral,low,human,open,0.666,4.72,1178,IN,chat,
TKT-40450,2026-02-27 15:37:00,return_policy_question,return shipping cost,neutral,medium,ai,open,0.769,1.23,1537,IN,phone,up
TKT-40469,2026-02-27 16:01:00,order_tracking,tracking not updating,neutral,low,ai,resolved,0.871,2.06,3054,IN,chat,
TKT-40456,2026-02-27 16:18:00,warranty_claim,screen fault,neutral,medium,ai,resolved,0.656,1.5,3860,IN,email,
TKT-40471,2026-02-27 16:23:00,payment_issue,double charge,neutral,high,human,resolved,0.273,2.4,2799,IN,chat,down
TKT-40455,2026-02-27 17:00:00,return_refund_request,wrong item received,neutral,medium,ai,resolved,0.99,1.75,2183,IN,chat,
TKT-40454,2026-02-27 17:03:00,order_tracking,where is my order,neutral,medium,ai,resolved,0.853,1.99,2167,EU,chat,up
TKT-40420,2026-02-27 17:05:00,product_information,specifications,positive,medium,ai,resolved,0.99,1.82,1074,IN,email,
TKT-40429,2026-02-27 17:13:00,payment_issue,emi query,negative,medium,ai,resolved,0.725,1.38,1712,IN,chat,
TKT-40439,2026-02-27 17:27:00,product_information,specifications,neutral,low,ai,resolved,0.797,0.87,1972,IN,email,
TKT-40434,2026-02-27 17:32:00,technical_support,wifi drops,neutral,low,human,open,0.455,1.78,4075,IN,chat,up
TKT-40428,2026-02-27 17:46:00,return_policy_question,restocking fee,positive,low,ai,resolved,0.99,2.41,953,IN,phone,
TKT-40414,2026-02-27 18:08:00,order_tracking,marked delivered not received,neutral,low,ai,resolved,0.875,0.78,3534,IN,chat,
TKT-40409,2026-02-27 18:15:00,return_refund_request,refund amount query,neutral,medium,human,resolved,0.286,1.82,2571,IN,chat,
TKT-40424,2026-02-27 18:31:00,warranty_claim,screen fault,negative,medium,human,resolved,0.449,2.77,1056,IN,chat,down
TKT-40457,2026-02-27 18:38:00,order_tracking,marked delivered not received,neutral,medium,ai,resolved,0.974,1.35,3195,IN,chat,
TKT-40453,2026-02-27 18:43:00,payment_issue,double charge,negative,high,human,resolved,0.719,2.2,2491,IN,email,
TKT-40405,2026-02-27 18:45:00,product_information,stock availability,neutral,high,ai,open,0.572,1.18,2295,IN,chat,up
TKT-40431,2026-02-27 19:04:00,shipping_delivery,shipping cost,positive,low,ai,resolved,0.99,0.97,1567,IN,email,down
TKT-40459,2026-02-27 19:35:00,return_refund_request,wrong item received,positive,low,ai,resolved,0.926,1.23,3487,IN,chat,up
TKT-40458,2026-02-27 19:52:00,product_information,model comparison,neutral,low,ai,resolved,0.64,1.5,1238,IN,chat,down
TKT-40473,2026-02-27 19:53:00,warranty_claim,screen fault,positive,medium,human,resolved,0.587,2.46,1569,IN,chat,up
TKT-40412,2026-02-27 20:16:00,technical_support,battery drain,positive,medium,ai,resolved,0.932,0.4,4105,IN,chat,up
TKT-40406,2026-02-27 20:23:00,warranty_claim,keyboard failure,neutral,medium,human,open,0.402,1.8,1782,IN,email,
TKT-40413,2026-02-27 20:34:00,return_refund_request,exchange request,neutral,high,human,resolved,0.528,2.64,3823,EU,chat,up
TKT-40472,2026-02-27 20:41:00,shipping_delivery,international shipping,neutral,medium,human,resolved,0.349,3.37,2928,IN,chat,down
TKT-40509,2026-02-28 09:32:00,return_policy_question,return window,neutral,low,ai,resolved,0.719,1.5,901,IN,chat,
TKT-40475,2026-02-28 09:35:00,return_policy_question,opened item eligibility,positive,medium,ai,resolved,0.481,1.11,2002,IN,chat,up
TKT-40494,2026-02-28 10:24:00,return_refund_request,change of mind return,neutral,high,human,resolved,0.694,2.6,3952,IN,email,
TKT-40478,2026-02-28 10:47:00,product_information,specifications,neutral,low,ai,resolved,0.803,1.42,3247,IN,chat,up
TKT-40489,2026-02-28 11:11:00,return_refund_request,wrong item received,neutral,medium,ai,resolved,0.825,1.45,3872,IN,email,up
TKT-40497,2026-02-28 11:13:00,shipping_delivery,address change,negative,high,ai,resolved,0.921,1.43,2333,IN,chat,
TKT-40476,2026-02-28 11:21:00,return_policy_question,restocking fee,neutral,medium,ai,resolved,0.759,2.19,2604,IN,chat,down
TKT-40513,2026-02-28 11:36:00,product_information,stock availability,positive,low,ai,resolved,0.614,1.03,4061,IN,email,
TKT-40504,2026-02-28 11:41:00,return_refund_request,refund amount query,negative,medium,ai,resolved,0.881,1.44,2485,IN,chat,
TKT-40481,2026-02-28 11:48:00,order_tracking,where is my order,neutral,medium,ai,resolved,0.837,1.55,1348,IN,chat,up
TKT-40507,2026-02-28 11:52:00,warranty_claim,repair turnaround,neutral,medium,human,resolved,0.382,2.22,2827,IN,phone,up
TKT-40498,2026-02-28 12:00:00,product_information,specifications,neutral,medium,human,resolved,0.273,3.2,2535,EU,chat,
TKT-40482,2026-02-28 12:05:00,complaint,unresolved issue,negative,low,ai,resolved,0.99,1.48,1703,IN,chat,
TKT-40484,2026-02-28 12:13:00,product_information,compatibility,neutral,medium,human,resolved,0.632,2.61,2016,IN,chat,
TKT-40477,2026-02-28 12:21:00,return_policy_question,opened item eligibility,negative,medium,ai,resolved,0.934,1.92,2698,IN,email,up
TKT-40480,2026-02-28 12:23:00,shipping_delivery,shipping cost,positive,high,human,resolved,0.393,1.12,3708,IN,phone,
TKT-40510,2026-02-28 12:31:00,technical_support,wifi drops,neutral,high,human,resolved,0.469,1.37,3057,EU,chat,down
TKT-40500,2026-02-28 12:35:00,return_refund_request,change of mind return,negative,high,ai,resolved,0.937,1.64,2598,IN,chat,
TKT-40512,2026-02-28 13:05:00,product_information,stock availability,positive,low,ai,resolved,0.938,1.02,2875,IN,email,up
TKT-40505,2026-02-28 13:13:00,return_refund_request,refund amount query,positive,medium,human,resolved,0.448,2.81,1258,IN,chat,
TKT-40486,2026-02-28 13:53:00,return_policy_question,opened item eligibility,negative,high,ai,resolved,0.82,1.96,4170,IN,email,
TKT-40491,2026-02-28 14:26:00,order_tracking,marked delivered not received,neutral,low,ai,resolved,0.721,2.07,1148,EU,chat,up
TKT-40496,2026-02-28 14:42:00,shipping_delivery,international shipping,neutral,medium,ai,resolved,0.745,2.0,4072,IN,phone,
TKT-40488,2026-02-28 14:54:00,payment_issue,emi query,negative,medium,ai,resolved,0.83,2.24,2761,IN,chat,
TKT-40493,2026-02-28 14:55:00,order_tracking,where is my order,positive,low,ai,resolved,0.842,2.09,1372,EU,email,
TKT-40499,2026-02-28 14:55:00,shipping_delivery,delivery timeline,neutral,medium,ai,resolved,0.778,1.39,2736,IN,chat,
TKT-40483,2026-02-28 16:04:00,return_policy_question,restocking fee,neutral,low,ai,resolved,0.803,1.67,3007,IN,chat,
TKT-40487,2026-02-28 16:21:00,return_refund_request,damaged on arrival,neutral,low,ai,resolved,0.841,1.24,985,IN,chat,up
TKT-40490,2026-02-28 17:24:00,order_tracking,delivery attempt failed,positive,low,ai,resolved,0.779,1.63,2081,IN,chat,
TKT-40479,2026-02-28 17:28:00,complaint,repeated contact,negative,medium,human,resolved,0.433,2.06,983,EU,chat,
TKT-40502,2026-02-28 17:32:00,order_tracking,marked delivered not received,neutral,medium,ai,resolved,0.948,1.86,1302,IN,chat,
TKT-40506,2026-02-28 17:44:00,warranty_claim,battery health,neutral,low,human,resolved,0.331,1.14,4199,IN,chat,down
TKT-40501,2026-02-28 17:49:00,return_policy_question,restocking fee,positive,medium,ai,resolved,0.643,2.77,1359,IN,chat,up
TKT-40511,2026-02-28 18:00:00,return_policy_question,restocking fee,neutral,high,ai,resolved,0.819,2.33,1913,EU,email,up
TKT-40492,2026-02-28 18:16:00,shipping_delivery,delivery timeline,neutral,medium,ai,resolved,0.675,1.77,3573,IN,chat,up
TKT-40503,2026-02-28 18:28:00,technical_support,driver problem,neutral,high,ai,resolved,0.952,1.43,2942,IN,chat,
TKT-40485,2026-02-28 18:30:00,shipping_delivery,white glove scheduling,neutral,medium,ai,open,0.757,1.87,3794,IN,chat,
TKT-40495,2026-02-28 19:59:00,return_refund_request,damaged on arrival,negative,high,human,resolved,0.412,1.77,2659,IN,chat,down
TKT-40508,2026-02-28 20:40:00,technical_support,driver problem,negative,low,human,resolved,0.428,2.71,3866,IN,chat,up
TKT-40525,2026-03-01 11:07:00,order_tracking,delivery attempt failed,neutral,high,ai,resolved,0.982,0.91,2129,IN,chat,
TKT-40514,2026-03-01 11:16:00,return_policy_question,return window,neutral,low,ai,resolved,0.99,1.32,1400,IN,chat,
TKT-40522,2026-03-01 13:26:00,return_refund_request,change of mind return,negative,medium,human,resolved,0.206,2.34,3472,IN,chat,
TKT-40519,2026-03-01 13:28:00,order_tracking,delayed shipment,negative,high,ai,resolved,0.99,1.55,1005,IN,chat,up
TKT-40529,2026-03-01 14:28:00,technical_support,wifi drops,negative,high,ai,resolved,0.76,1.12,2897,IN,chat,
TKT-40518,2026-03-01 14:30:00,warranty_claim,keyboard failure,positive,high,ai,resolved,0.899,1.11,4055,IN,phone,up
TKT-40523,2026-03-01 15:33:00,return_policy_question,bulk order returns,neutral,high,ai,resolved,0.957,1.42,3402,IN,phone,
TKT-40517,2026-03-01 15:35:00,product_information,extended warranty options,neutral,low,ai,resolved,0.702,1.08,3811,EU,chat,
TKT-40524,2026-03-01 15:40:00,return_policy_question,bulk order returns,neutral,medium,ai,resolved,0.845,1.74,1101,IN,chat,
TKT-40526,2026-03-01 16:04:00,product_information,compatibility,neutral,low,ai,resolved,0.977,0.5,1149,EU,email,
TKT-40515,2026-03-01 16:04:00,return_policy_question,return window,neutral,low,ai,resolved,0.917,1.55,4187,IN,chat,down
TKT-40530,2026-03-01 16:22:00,shipping_delivery,delivery timeline,positive,high,ai,resolved,0.961,1.85,2484,EU,chat,
TKT-40516,2026-03-01 18:03:00,payment_issue,refund not received,neutral,low,ai,resolved,0.87,1.97,3527,IN,phone,up
TKT-40520,2026-03-01 18:40:00,account_management,data export,neutral,high,human,resolved,0.44,1.96,4157,IN,phone,
TKT-40521,2026-03-01 18:52:00,warranty_claim,battery health,negative,high,ai,resolved,0.896,2.47,1558,IN,email,up
TKT-40528,2026-03-01 19:12:00,product_information,compatibility,neutral,low,ai,resolved,0.848,0.49,1661,IN,chat,
TKT-40527,2026-03-01 19:51:00,technical_support,wifi drops,neutral,medium,ai,open,0.866,1.14,4025,EU,email,up
TKT-40579,2026-03-02 09:13:00,order_tracking,delivery attempt failed,neutral,medium,ai,resolved,0.871,1.98,1082,IN,chat,
TKT-40537,2026-03-02 09:16:00,return_refund_request,change of mind return,negative,medium,human,resolved,0.408,2.66,1678,IN,chat,
TKT-40564,2026-03-02 09:18:00,order_tracking,delayed shipment,negative,low,human,resolved,0.309,2.64,2295,IN,chat,up
TKT-40589,2026-03-02 09:31:00,product_information,extended warranty options,positive,low,ai,resolved,0.853,1.14,1622,IN,chat,
TKT-40572,2026-03-02 09:37:00,technical_support,battery drain,neutral,low,ai,open,0.841,2.16,1515,EU,email,up
TKT-40584,2026-03-02 09:44:00,payment_issue,double charge,neutral,medium,ai,resolved,0.853,1.38,2429,EU,chat,
TKT-40534,2026-03-02 10:06:00,order_tracking,tracking not updating,neutral,low,ai,resolved,0.779,1.96,1895,IN,email,up
TKT-40561,2026-03-02 10:10:00,out_of_scope,bot test,neutral,low,ai,resolved,0.776,1.4,1765,IN,chat,up
TKT-40573,2026-03-02 10:17:00,order_tracking,tracking not updating,positive,medium,human,resolved,0.594,1.52,3401,IN,email,
TKT-40554,2026-03-02 10:24:00,account_management,password reset,neutral,low,ai,resolved,0.87,0.75,1930,IN,chat,down
TKT-40592,2026-03-02 10:31:00,order_tracking,tracking not updating,neutral,low,ai,resolved,0.822,1.84,1285,IN,chat,up
TKT-40550,2026-03-02 10:46:00,warranty_claim,dead pixels,negative,medium,human,resolved,0.358,2.77,3152,EU,email,
TKT-40542,2026-03-02 10:47:00,technical_support,driver problem,neutral,low,ai,resolved,0.793,1.66,3251,IN,email,
TKT-40535,2026-03-02 10:49:00,warranty_claim,battery health,negative,medium,ai,resolved,0.794,1.43,2451,IN,chat,up
TKT-40558,2026-03-02 11:08:00,order_tracking,delivery attempt failed,neutral,low,ai,resolved,0.99,1.85,2732,IN,chat,
TKT-40601,2026-03-02 11:08:00,technical_support,overheating,neutral,low,human,resolved,0.518,2.42,2330,IN,chat,
TKT-40580,2026-03-02 11:10:00,complaint,unresolved issue,negative,medium,ai,resolved,0.845,2.34,3114,IN,email,
TKT-40568,2026-03-02 11:13:00,return_policy_question,return shipping cost,neutral,medium,ai,resolved,0.977,1.25,2731,IN,chat,
TKT-40559,2026-03-02 11:16:00,product_information,compatibility,neutral,high,ai,resolved,0.792,1.32,2336,IN,email,
TKT-40575,2026-03-02 11:21:00,technical_support,wifi drops,neutral,medium,ai,resolved,0.588,1.43,1774,IN,chat,
TKT-40574,2026-03-02 11:26:00,order_tracking,delayed shipment,negative,high,ai,resolved,0.693,1.68,2758,IN,chat,
TKT-40596,2026-03-02 11:31:00,warranty_claim,screen fault,neutral,medium,human,resolved,0.214,2.39,1681,IN,email,
TKT-40549,2026-03-02 11:31:00,order_tracking,where is my order,neutral,medium,ai,resolved,0.792,0.49,1372,IN,chat,down
TKT-40586,2026-03-02 11:34:00,return_policy_question,return window,negative,low,human,resolved,0.445,1.81,3441,IN,chat,
TKT-40576,2026-03-02 11:38:00,order_tracking,marked delivered not received,negative,high,ai,open,0.66,1.9,3265,IN,chat,
TKT-40536,2026-03-02 12:01:00,product_information,compatibility,positive,low,ai,resolved,0.876,1.63,2611,IN,chat,up
TKT-40582,2026-03-02 12:04:00,shipping_delivery,international shipping,positive,medium,ai,resolved,0.99,1.71,3954,IN,chat,down
TKT-40570,2026-03-02 12:18:00,order_tracking,delayed shipment,neutral,low,ai,open,0.927,1.83,2428,IN,chat,down
TKT-40533,2026-03-02 12:19:00,return_policy_question,restocking fee,negative,medium,human,resolved,0.424,2.09,3368,IN,chat,down
TKT-40544,2026-03-02 12:29:00,return_policy_question,return window,positive,medium,ai,resolved,0.81,2.31,3493,IN,chat,
TKT-40591,2026-03-02 12:35:00,technical_support,wifi drops,negative,high,human,resolved,0.248,2.47,1711,EU,chat,
TKT-40598,2026-03-02 12:48:00,return_policy_question,opened item eligibility,positive,medium,ai,resolved,0.719,1.41,2558,IN,chat,
TKT-40556,2026-03-02 12:50:00,technical_support,will not power on,positive,low,ai,resolved,0.654,1.66,2100,IN,email,
TKT-40540,2026-03-02 12:57:00,product_information,extended warranty options,negative,high,human,open,0.549,1.99,1974,IN,email,up
TKT-40560,2026-03-02 13:13:00,payment_issue,emi query,neutral,medium,human,resolved,0.415,2.5,2421,IN,phone,up
TKT-40552,2026-03-02 13:48:00,return_refund_request,wrong item received,negative,low,human,resolved,0.554,1.62,904,IN,chat,
TKT-40562,2026-03-02 13:53:00,return_refund_request,damaged on arrival,positive,high,human,resolved,0.455,2.05,1145,IN,chat,
TKT-40538,2026-03-02 14:09:00,return_policy_question,return window,neutral,low,ai,open,0.934,0.78,1690,IN,chat,
TKT-40551,2026-03-02 14:13:00,order_tracking,delayed shipment,neutral,medium,ai,resolved,0.99,1.78,3722,IN,email,up
TKT-40566,2026-03-02 14:27:00,order_tracking,delivery attempt failed,negative,low,human,resolved,0.43,3.4,2657,IN,email,
TKT-40532,2026-03-02 14:30:00,return_policy_question,return shipping cost,negative,high,ai,resolved,0.663,2.34,1659,IN,chat,up
TKT-40594,2026-03-02 14:41:00,return_refund_request,change of mind return,negative,low,human,resolved,0.448,0.83,3844,EU,chat,
TKT-40590,2026-03-02 14:41:00,shipping_delivery,white glove scheduling,positive,low,ai,resolved,0.627,0.64,3207,IN,email,
TKT-40565,2026-03-02 14:46:00,account_management,password reset,negative,medium,human,resolved,0.372,2.12,2524,IN,chat,up
TKT-40571,2026-03-02 14:50:00,return_policy_question,opened item eligibility,positive,low,ai,resolved,0.99,0.82,3393,IN,chat,up
TKT-40545,2026-03-02 15:09:00,warranty_claim,dead pixels,negative,medium,ai,resolved,0.786,0.4,2796,EU,email,
TKT-40581,2026-03-02 15:17:00,technical_support,boot failure,neutral,low,human,resolved,0.193,2.04,2992,IN,chat,up
TKT-40546,2026-03-02 15:29:00,out_of_scope,general chat,neutral,low,ai,resolved,0.955,2.41,1881,IN,phone,down
TKT-40531,2026-03-02 15:54:00,shipping_delivery,shipping cost,neutral,medium,ai,resolved,0.866,1.52,3946,IN,chat,
TKT-40539,2026-03-02 16:03:00,account_management,password reset,neutral,high,human,resolved,0.475,2.09,2977,IN,email,up
TKT-40585,2026-03-02 16:08:00,technical_support,will not power on,neutral,medium,ai,resolved,0.682,2.6,1003,IN,email,
TKT-40553,2026-03-02 16:20:00,order_tracking,delivery attempt failed,neutral,low,ai,resolved,0.713,2.23,2660,IN,email,
TKT-40541,2026-03-02 16:21:00,payment_issue,double charge,negative,high,human,resolved,0.638,1.74,1124,IN,email,
TKT-40600,2026-03-02 16:31:00,shipping_delivery,international shipping,negative,high,human,resolved,0.451,2.16,1025,IN,chat,down
TKT-40595,2026-03-02 16:39:00,return_policy_question,opened item eligibility,neutral,medium,ai,resolved,0.857,1.19,1466,IN,email,up
TKT-40557,2026-03-02 16:57:00,order_tracking,where is my order,neutral,low,ai,resolved,0.709,2.08,3073,IN,chat,
TKT-40548,2026-03-02 16:57:00,technical_support,overheating,neutral,low,ai,resolved,0.787,1.81,1529,IN,email,
TKT-40578,2026-03-02 17:21:00,return_refund_request,damaged on arrival,neutral,medium,human,resolved,0.542,2.22,2860,IN,email,
TKT-40593,2026-03-02 17:27:00,complaint,agent conduct,negative,medium,human,resolved,0.379,1.7,1010,IN,chat,
TKT-40567,2026-03-02 17:28:00,account_management,password reset,negative,low,human,open,0.539,2.68,3588,IN,chat,up
TKT-40563,2026-03-02 17:34:00,return_refund_request,damaged on arrival,negative,low,human,resolved,0.387,2.32,911,IN,chat,
TKT-40547,2026-03-02 17:49:00,return_refund_request,refund amount query,negative,medium,ai,resolved,0.788,1.69,4100,IN,chat,
TKT-40599,2026-03-02 18:03:00,shipping_delivery,white glove scheduling,neutral,low,ai,resolved,0.749,3.37,4197,EU,chat,
TKT-40588,2026-03-02 18:18:00,order_tracking,delivery attempt failed,neutral,medium,ai,resolved,0.772,2.11,2454,EU,phone,down
TKT-40569,2026-03-02 18:56:00,return_policy_question,bulk order returns,neutral,low,ai,resolved,0.897,0.79,2058,IN,chat,
TKT-40555,2026-03-02 19:14:00,product_information,compatibility,positive,low,ai,resolved,0.759,1.93,2857,IN,chat,up
TKT-40587,2026-03-02 19:51:00,order_tracking,where is my order,neutral,medium,ai,resolved,0.745,1.63,2581,IN,chat,up
TKT-40543,2026-03-02 19:56:00,warranty_claim,battery health,negative,low,human,resolved,0.466,2.39,4000,IN,chat,
TKT-40597,2026-03-02 20:42:00,order_tracking,tracking not updating,negative,medium,ai,resolved,0.658,1.69,3203,IN,email,
TKT-40577,2026-03-02 20:53:00,order_tracking,tracking not updating,positive,medium,ai,resolved,0.841,0.79,1700,IN,email,
TKT-40583,2026-03-02 20:58:00,order_tracking,marked delivered not received,neutral,medium,ai,open,0.746,1.73,4079,IN,chat,down
TKT-40642,2026-03-03 09:17:00,warranty_claim,third party brand routing,negative,high,human,resolved,0.267,2.32,1930,IN,email,
TKT-40670,2026-03-03 09:26:00,return_refund_request,change of mind return,negative,medium,human,resolved,0.526,1.52,2663,IN,email,up
TKT-40645,2026-03-03 09:34:00,order_tracking,where is my order,negative,low,ai,resolved,0.99,1.02,2130,IN,chat,
TKT-40651,2026-03-03 10:00:00,return_refund_request,wrong item received,neutral,low,human,resolved,0.48,3.88,1649,IN,chat,
TKT-40616,2026-03-03 10:04:00,order_tracking,marked delivered not received,neutral,low,ai,resolved,0.646,2.27,2790,IN,chat,
TKT-40659,2026-03-03 10:30:00,product_information,specifications,positive,medium,ai,resolved,0.736,1.46,3784,IN,chat,down
TKT-40612,2026-03-03 10:34:00,order_tracking,tracking not updating,neutral,medium,ai,resolved,0.908,1.57,1272,IN,phone,
TKT-40611,2026-03-03 10:51:00,warranty_claim,battery health,neutral,low,human,resolved,0.515,0.96,1214,IN,chat,down
TKT-40647,2026-03-03 11:03:00,order_tracking,marked delivered not received,negative,high,human,resolved,0.305,1.38,3439,IN,chat,down
TKT-40646,2026-03-03 11:06:00,complaint,repeated contact,negative,medium,ai,resolved,0.99,1.81,1395,IN,chat,
TKT-40637,2026-03-03 11:08:00,technical_support,boot failure,negative,medium,ai,resolved,0.976,1.57,1185,IN,phone,
TKT-40654,2026-03-03 11:20:00,order_tracking,marked delivered not received,positive,low,ai,resolved,0.735,1.53,2286,IN,email,
TKT-40640,2026-03-03 11:24:00,return_refund_request,exchange request,negative,low,human,resolved,0.495,1.95,3611,IN,chat,
TKT-40628,2026-03-03 11:32:00,technical_support,display issue,negative,low,ai,resolved,0.802,1.25,3894,IN,chat,up
TKT-40671,2026-03-03 12:00:00,return_policy_question,restocking fee,positive,medium,ai,resolved,0.916,1.61,1669,IN,chat,
TKT-40665,2026-03-03 12:02:00,payment_issue,invoice request,positive,medium,human,resolved,0.518,2.52,2737,IN,email,
TKT-40622,2026-03-03 12:03:00,order_tracking,delayed shipment,negative,high,ai,resolved,0.772,1.61,1621,IN,email,
TKT-40661,2026-03-03 12:03:00,return_refund_request,change of mind return,negative,medium,human,resolved,0.205,1.42,3313,EU,email,
TKT-40648,2026-03-03 12:09:00,product_information,model comparison,neutral,high,ai,resolved,0.73,2.11,3512,IN,chat,
TKT-40630,2026-03-03 12:13:00,order_tracking,where is my order,neutral,medium,ai,resolved,0.987,1.33,3386,IN,email,up
TKT-40615,2026-03-03 12:15:00,return_refund_request,refund amount query,neutral,medium,ai,resolved,0.676,1.7,1861,EU,phone,
TKT-40604,2026-03-03 12:20:00,return_refund_request,change of mind return,neutral,medium,human,resolved,0.283,2.32,4117,IN,chat,down
TKT-40668,2026-03-03 12:21:00,technical_support,display issue,neutral,low,ai,resolved,0.769,2.27,2029,EU,email,up
TKT-40613,2026-03-03 12:22:00,technical_support,battery drain,negative,low,ai,resolved,0.672,1.61,2865,IN,email,
TKT-40620,2026-03-03 12:38:00,return_refund_request,exchange request,neutral,medium,human,resolved,0.272,3.82,2475,IN,chat,up
TKT-40655,2026-03-03 12:40:00,return_refund_request,refund amount query,neutral,medium,human,resolved,0.207,2.59,2239,EU,chat,
TKT-40609,2026-03-03 12:47:00,return_refund_request,change of mind return,negative,low,human,resolved,0.621,2.33,1999,IN,chat,
TKT-40624,2026-03-03 13:04:00,warranty_claim,keyboard failure,neutral,low,human,open,0.528,1.79,3770,IN,phone,
